,"Minimum Meal Frequency (6–23 months) – Percentage of children 6-23 months of age who received solid, semi-solid, or soft foods (but also including milk feeds for non-breastfed children) the minimum number of times or more during the previous day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Minimum Acceptable Diet (6–23 months) – Percentage of children 6-23 months of age who received a minimum acceptable diet during the previous day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zero vegetable or fruit consumption (6–23 months) – Percentage of children 6-23 months of age who did not consume any vegetables or fruits during the previous day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAIN DATA SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Low birthweight – Modelled estimates from UNICEF and WHO. Last update: May 2019.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Unweighed at birth – Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national household surveys, data from routine reporting systems. Last update: June 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Infant and young child feeding (0-23 months) – DHS, MICS and other national household surveys. Last update: June 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
